country,year,sex,age,cases_no,population,gdp_for_year_usd
Panama,1985,female,5-14 years,1.0,263200,6541517100
Panama,1986,male,55-74 years,14.0,88800,6797834200
Panama,1986,male,35-54 years,18.0,194000,6797834200
Panama,1986,male,25-34 years,15.0,171600,6797834200
Panama,1986,male,15-24 years,17.0,238100,6797834200
Panama,1986,male,75+ years,1.0,15300,6797834200
Panama,1986,female,75+ years,1.0,16400,6797834200
Panama,1986,female,15-24 years,8.0,232900,6797834200
Panama,1986,female,35-54 years,3.0,185800,6797834200
Panama,1986,female,25-34 years,2.0,163400,6797834200
Panama,1986,male,5-14 years,2.0,280000,6797834200
Panama,1986,female,5-14 years,1.0,268800,6797834200
Panama,1987,male,75+ years,3.0,15600,6827665300
Panama,1987,male,25-34 years,18.0,175200,6827665300
Panama,1987,male,55-74 years,9.0,90700,6827665300
Panama,1987,male,35-54 years,16.0,198200,6827665300
Panama,1987,male,15-24 years,16.0,243100,6827665300
Panama,1987,female,55-74 years,3.0,86600,6827665300
Panama,1987,female,15-24 years,8.0,237800,6827665300
Panama,1987,female,25-34 years,5.0,166900,6827665300
Panama,1987,female,35-54 years,4.0,189800,6827665300
Panama,1987,male,5-14 years,2.0,285900,6827665300
Panama,1987,female,5-14 years,1.0,274400,6827665300
Panama,1988,male,25-34 years,2.0,184509,5902783400
Panama,1988,male,75+ years,2.0,18469,5902783400
Panama,1988,male,35-54 years,19.0,208538,5902783400
Panama,1988,male,15-24 years,19.0,249617,5902783400
Panama,1988,male,55-74 years,5.0,91079,5902783400
Panama,1988,female,75+ years,1.0,21630,5902783400
Panama,1988,female,55-74 years,4.0,90288,5902783400
Panama,1988,female,15-24 years,9.0,242006,5902783400
Panama,1988,female,35-54 years,4.0,206867,5902783400
Panama,1988,female,5-14 years,2.0,278724,5902783400
Panama,1988,female,25-34 years,1.0,182061,5902783400
Panama,1988,male,5-14 years,1.0,290522,5902783400
Panama,1989,male,75+ years,4.0,19163,5918469800
Panama,1989,male,25-34 years,18.0,190591,5918469800
Panama,1989,male,35-54 years,15.0,215756,5918469800
Panama,1989,male,15-24 years,17.0,254642,5918469800
Panama,1989,male,55-74 years,6.0,93894,5918469800
Panama,1989,female,15-24 years,4.0,246800,5918469800
Panama,1989,female,35-54 years,3.0,214541,5918469800
Panama,1989,female,55-74 years,1.0,93400,5918469800
Panama,1989,female,25-34 years,1.0,188050,5918469800
Panama,1989,male,5-14 years,1.0,292622,5918469800
Panama,1996,male,75+ years,4.0,25684,9870494000
Panama,1996,male,25-34 years,3.0,232978,9870494000
Panama,1996,male,35-54 years,3.0,277304,9870494000
Panama,1996,male,55-74 years,11.0,116725,9870494000
Panama,1996,male,15-24 years,23.0,282819,9870494000
Panama,1996,female,75+ years,1.0,30136,9870494000
Panama,1996,female,15-24 years,5.0,273332,9870494000
Panama,1996,female,55-74 years,2.0,118953,9870494000
Panama,1996,female,25-34 years,3.0,229521,9870494000
Panama,1996,female,35-54 years,3.0,278702,9870494000
Panama,1996,female,5-14 years,1.0,296877,9870494000
Panama,1997,male,25-34 years,45.0,238869,10677286100
Panama,1997,male,75+ years,5.0,26850,10677286100
Panama,1997,male,35-54 years,37.0,287568,10677286100
Panama,1997,male,55-74 years,12.0,120516,10677286100
Panama,1997,male,15-24 years,24.0,285627,10677286100
Panama,1997,female,75+ years,2.0,31304,10677286100
Panama,1997,female,15-24 years,8.0,275779,10677286100
Panama,1997,female,35-54 years,7.0,289218,10677286100
Panama,1997,female,55-74 years,2.0,123175,10677286100
Panama,1997,female,25-34 years,2.0,235216,10677286100
Panama,1997,male,5-14 years,1.0,312443,10677286100
Panama,1998,male,55-74 years,21.0,124577,11575486400
Panama,1998,male,25-34 years,34.0,244555,11575486400
Panama,1998,male,15-24 years,36.0,288189,11575486400
Panama,1998,male,75+ years,3.0,27984,11575486400
Panama,1998,male,35-54 years,3.0,298156,11575486400
Panama,1998,female,15-24 years,9.0,277912,11575486400
Panama,1998,female,75+ years,1.0,32466,11575486400
Panama,1998,female,55-74 years,3.0,127666,11575486400
Panama,1998,female,35-54 years,7.0,300007,11575486400
Panama,1998,female,25-34 years,4.0,240696,11575486400
Panama,1999,male,75+ years,5.0,29088,12130252200
Panama,1999,male,25-34 years,39.0,250022,12130252200
Panama,1999,male,55-74 years,18.0,128928,12130252200
Panama,1999,male,35-54 years,34.0,309108,12130252200
Panama,1999,male,15-24 years,27.0,290738,12130252200
Panama,1999,female,75+ years,1.0,33654,12130252200
Panama,1999,female,15-24 years,6.0,280022,12130252200
Panama,1999,female,25-34 years,5.0,245958,12130252200
Panama,1999,female,55-74 years,2.0,132455,12130252200
Panama,1999,female,35-54 years,3.0,311124,12130252200
Panama,1999,female,5-14 years,2.0,304856,12130252200
Panama,1999,male,5-14 years,1.0,317395,12130252200
Panama,2000,male,75+ years,1.0,30201,12304115000
Panama,2000,male,35-54 years,44.0,320403,12304115000
Panama,2000,male,25-34 years,3.0,255237,12304115000
Panama,2000,male,55-74 years,13.0,133582,12304115000
Panama,2000,male,15-24 years,25.0,293406,12304115000
Panama,2000,female,15-24 years,8.0,282291,12304115000
Panama,2000,female,25-34 years,7.0,250976,12304115000
Panama,2000,female,55-74 years,3.0,137558,12304115000
Panama,2000,male,5-14 years,2.0,319906,12304115000
Panama,2000,female,35-54 years,1.0,322587,12304115000
Panama,2001,male,75+ years,7.0,31630,12502013400
Panama,2001,male,25-34 years,4.0,260141,12502013400
Panama,2001,male,55-74 years,2.0,137839,12502013400
Panama,2001,male,15-24 years,34.0,295927,12502013400
Panama,2001,male,35-54 years,36.0,331590,12502013400
Panama,2001,female,15-24 years,9.0,284647,12502013400
Panama,2001,female,55-74 years,4.0,142343,12502013400
Panama,2001,female,75+ years,1.0,36391,12502013400
Panama,2001,female,25-34 years,4.0,255633,12502013400
Panama,2001,female,35-54 years,5.0,333840,12502013400
Panama,2001,male,5-14 years,2.0,322658,12502013400
Panama,2002,male,55-74 years,26.0,142461,12994310400
Panama,2002,male,35-54 years,45.0,343226,12994310400
Panama,2002,male,25-34 years,27.0,264880,12994310400
Panama,2002,male,75+ years,3.0,33044,12994310400
Panama,2002,male,15-24 years,27.0,298701,12994310400
Panama,2002,female,75+ years,3.0,37924,12994310400
Panama,2002,female,55-74 years,5.0,147510,12994310400
Panama,2002,female,35-54 years,8.0,345505,12994310400
Panama,2002,female,25-34 years,6.0,260156,12994310400
Panama,2002,female,15-24 years,6.0,287290,12994310400
Panama,2002,female,5-14 years,2.0,313540,12994310400
Panama,2002,male,5-14 years,2.0,325809,12994310400
Panama,2003,male,75+ years,1.0,34443,13693981200
Panama,2003,male,15-24 years,48.0,301615,13693981200
Panama,2003,male,25-34 years,41.0,269356,13693981200
Panama,2003,male,35-54 years,51.0,355206,13693981200
Panama,2003,male,55-74 years,21.0,147444,13693981200
Panama,2003,female,15-24 years,1.0,290113,13693981200
Panama,2003,female,35-54 years,6.0,357483,13693981200
Panama,2003,female,55-74 years,2.0,153054,13693981200
Panama,2003,female,25-34 years,3.0,264433,13693981200
Panama,2003,male,5-14 years,3.0,329290,13693981200
Panama,2004,male,75+ years,6.0,35834,15013381700
Panama,2004,male,25-34 years,43.0,273441,15013381700
Panama,2004,male,55-74 years,22.0,152775,15013381700
Panama,2004,male,35-54 years,5.0,367374,15013381700
Panama,2004,male,15-24 years,28.0,304470,15013381700
Panama,2004,female,15-24 years,14.0,292925,15013381700
Panama,2004,female,25-34 years,9.0,268312,15013381700
Panama,2004,female,35-54 years,9.0,369619,15013381700
Panama,2004,male,5-14 years,3.0,332938,15013381700
Panama,2004,female,5-14 years,2.0,320682,15013381700
Panama,2005,male,55-74 years,28.0,158455,16374393900
Panama,2005,male,75+ years,5.0,37238,16374393900
Panama,2005,male,15-24 years,39.0,307165,16374393900
Panama,2005,male,35-54 years,42.0,379629,16374393900
Panama,2005,male,25-34 years,29.0,277085,16374393900
Panama,2005,female,15-24 years,11.0,295636,16374393900
Panama,2005,female,55-74 years,4.0,165201,16374393900
Panama,2005,female,75+ years,1.0,42852,16374393900
Panama,2005,male,5-14 years,5.0,336503,16374393900
Panama,2005,female,25-34 years,4.0,271734,16374393900
Panama,2005,female,35-54 years,4.0,381819,16374393900
Panama,2006,male,75+ years,11.0,38964,18141666300
Panama,2006,male,55-74 years,3.0,163874,18141666300
Panama,2006,male,25-34 years,45.0,280685,18141666300
Panama,2006,male,35-54 years,46.0,391962,18141666300
Panama,2006,male,15-24 years,35.0,309913,18141666300
Panama,2006,female,15-24 years,7.0,298651,18141666300
Panama,2006,male,5-14 years,5.0,340413,18141666300
Panama,2006,female,25-34 years,3.0,275020,18141666300
Panama,2006,female,55-74 years,1.0,171367,18141666300
Panama,2006,female,5-14 years,1.0,328131,18141666300
Panama,2006,female,35-54 years,1.0,394079,18141666300
Panama,2007,male,75+ years,7.0,40649,21295984200
Panama,2007,male,35-54 years,63.0,404333,21295984200
Panama,2007,male,55-74 years,22.0,169617,21295984200
Panama,2007,male,15-24 years,31.0,312490,21295984200
Panama,2007,male,25-34 years,27.0,283781,21295984200
Panama,2007,female,25-34 years,6.0,277823,21295984200
Panama,2007,female,35-54 years,7.0,406328,21295984200
Panama,2007,female,15-24 years,5.0,301555,21295984200
Panama,2007,female,5-14 years,2.0,331670,21295984200
Panama,2007,female,55-74 years,1.0,177879,21295984200
Panama,2008,male,25-34 years,43.0,286535,25155888600
Panama,2008,male,15-24 years,42.0,315047,25155888600
Panama,2008,male,55-74 years,23.0,175747,25155888600
Panama,2008,male,35-54 years,38.0,416678,25155888600
Panama,2008,male,75+ years,3.0,42311,25155888600
Panama,2008,female,75+ years,2.0,49093,25155888600
Panama,2008,female,15-24 years,12.0,304442,25155888600
Panama,2008,female,55-74 years,4.0,184787,25155888600
Panama,2008,female,25-34 years,5.0,280340,25155888600
Panama,2008,female,35-54 years,7.0,418521,25155888600
Panama,2008,male,5-14 years,5.0,347309,25155888600
Panama,2008,female,5-14 years,2.0,334826,25155888600
Panama,2009,male,25-34 years,44.0,289198,27116635600
Panama,2009,male,55-74 years,27.0,182355,27116635600
Panama,2009,male,35-54 years,42.0,428945,27116635600
Panama,2009,male,15-24 years,29.0,317792,27116635600
Panama,2009,male,75+ years,4.0,43998,27116635600
Panama,2009,female,15-24 years,16.0,307454,27116635600
Panama,2009,female,55-74 years,3.0,192158,27116635600
Panama,2009,female,25-34 years,4.0,282846,27116635600
Panama,2009,female,35-54 years,4.0,430632,27116635600
Panama,2009,male,5-14 years,3.0,350210,27116635600
Panama,2009,female,5-14 years,1.0,337598,27116635600
Panama,2010,male,75+ years,7.0,45741,29440287600
Panama,2010,male,25-34 years,41.0,291915,29440287600
Panama,2010,male,35-54 years,43.0,441040,29440287600
Panama,2010,male,55-74 years,17.0,189488,29440287600
Panama,2010,male,15-24 years,22.0,320806,29440287600
Panama,2010,female,75+ years,2.0,53719,29440287600
Panama,2010,female,15-24 years,11.0,310641,29440287600
Panama,2010,female,35-54 years,8.0,442586,29440287600
Panama,2011,male,75+ years,1.0,47764,34686224300
Panama,2011,male,35-54 years,46.0,452407,34686224300
Panama,2011,male,55-74 years,18.0,196346,34686224300
Panama,2011,male,15-24 years,29.0,323984,34686224300
Panama,2011,male,25-34 years,22.0,294852,34686224300
Panama,2011,female,15-24 years,9.0,314086,34686224300
Panama,2011,female,25-34 years,3.0,288330,34686224300
Panama,2011,female,55-74 years,2.0,207735,34686224300
Panama,2011,female,35-54 years,4.0,453917,34686224300
Panama,2011,female,5-14 years,1.0,342739,34686224300
Panama,2012,male,75+ years,6.0,49778,40429734400
Panama,2012,male,55-74 years,24.0,203725,40429734400
Panama,2012,male,25-34 years,28.0,297870,40429734400
Panama,2012,male,15-24 years,29.0,327419,40429734400
Panama,2012,male,35-54 years,29.0,463652,40429734400
Panama,2012,female,15-24 years,9.0,317695,40429734400
Panama,2012,female,25-34 years,5.0,291345,40429734400
Panama,2012,female,75+ years,1.0,58910,40429734400
Panama,2012,female,35-54 years,3.0,465096,40429734400
Panama,2012,male,5-14 years,1.0,358553,40429734400
Panama,2013,male,55-74 years,23.0,211628,45599994000
Panama,2013,male,75+ years,5.0,51811,45599994000
Panama,2013,male,35-54 years,41.0,474703,45599994000
Panama,2013,male,15-24 years,24.0,331046,45599994000
Panama,2013,male,25-34 years,21.0,300914,45599994000
Panama,2013,female,75+ years,1.0,61650,45599994000
Panama,2013,female,15-24 years,4.0,321379,45599994000
Panama,2013,female,35-54 years,5.0,476054,45599994000
Panama,2013,female,55-74 years,2.0,224667,45599994000
Panama,2013,male,5-14 years,3.0,361341,45599994000
Panama,2013,female,5-14 years,1.0,347709,45599994000
Panama,2014,male,75+ years,8.0,53886,49921464400
Panama,2014,male,15-24 years,37.0,334717,49921464400
Panama,2014,male,25-34 years,27.0,303879,49921464400
Panama,2014,male,35-54 years,39.0,485485,49921464400
Panama,2014,male,55-74 years,11.0,220050,49921464400
Panama,2014,female,35-54 years,8.0,486698,49921464400
Panama,2014,female,75+ years,1.0,64534,49921464400
Panama,2014,female,15-24 years,5.0,325004,49921464400
Panama,2014,male,5-14 years,5.0,364214,49921464400
Panama,2014,female,25-34 years,4.0,297642,49921464400
Panama,2014,female,55-74 years,1.0,233859,49921464400
Panama,2014,female,5-14 years,1.0,350245,49921464400
Panama,2015,male,75+ years,8.0,56048,54315722500
Panama,2015,male,25-34 years,26.0,306724,54315722500
Panama,2015,male,55-74 years,14.0,228981,54315722500
Panama,2015,male,35-54 years,26.0,495960,54315722500
Panama,2015,male,15-24 years,16.0,338328,54315722500
Panama,2015,female,15-24 years,8.0,328479,54315722500
Panama,2015,female,25-34 years,4.0,300748,54315722500
Panama,2015,female,55-74 years,3.0,243511,54315722500
Panama,2015,female,35-54 years,4.0,496986,54315722500
Panama,2015,male,5-14 years,1.0,367146,54315722500
Paraguay,1985,male,75+ years,3.0,19395,2966234106
Paraguay,1985,male,55-74 years,8.0,128809,2966234106
Paraguay,1985,male,35-54 years,11.0,288558,2966234106
Paraguay,1985,female,55-74 years,4.0,139742,2966234106
Paraguay,1985,female,15-24 years,9.0,362788,2966234106
Paraguay,1985,male,15-24 years,9.0,375543,2966234106
Paraguay,1985,female,25-34 years,6.0,258525,2966234106
Paraguay,1985,male,25-34 years,4.0,269355,2966234106
Paraguay,1985,female,5-14 years,5.0,457364,2966234106
Paraguay,1985,female,35-54 years,3.0,278563,2966234106
Paraguay,1985,male,5-14 years,1.0,471865,2966234106
Paraguay,1986,male,55-74 years,9.0,131783,3439716562
Paraguay,1986,male,75+ years,1.0,20470,3439716562
Paraguay,1986,male,25-34 years,1.0,278072,3439716562
Paraguay,1986,female,15-24 years,12.0,370579,3439716562
Paraguay,1986,male,15-24 years,1.0,383018,3439716562
Paraguay,1986,female,35-54 years,6.0,289263,3439716562
Paraguay,1986,female,55-74 years,2.0,142637,3439716562
Paraguay,1986,female,25-34 years,3.0,267364,3439716562
Paraguay,1986,male,35-54 years,3.0,300541,3439716562
Paraguay,1987,male,75+ years,3.0,21474,3778316380
Paraguay,1987,male,35-54 years,15.0,313985,3778316380
Paraguay,1987,female,75+ years,1.0,29224,3778316380
Paraguay,1987,female,15-24 years,12.0,377753,3778316380
Paraguay,1987,male,55-74 years,4.0,134656,3778316380
Paraguay,1987,male,15-24 years,11.0,389735,3778316380
Paraguay,1987,male,25-34 years,6.0,286352,3778316380
Paraguay,1987,female,35-54 years,4.0,301417,3778316380
Paraguay,1987,female,25-34 years,2.0,275955,3778316380
Paraguay,1987,female,55-74 years,1.0,145386,3778316380
Paraguay,1987,female,5-14 years,3.0,485452,3778316380
Paraguay,1989,male,75+ years,2.0,23265,4599970618
Paraguay,1989,female,75+ years,2.0,31393,4599970618
Paraguay,1989,male,35-54 years,17.0,343125,4599970618
Paraguay,1989,male,55-74 years,6.0,140982,4599970618
Paraguay,1989,male,25-34 years,11.0,302327,4599970618
Paraguay,1989,female,15-24 years,13.0,391348,4599970618
Paraguay,1989,male,15-24 years,12.0,402329,4599970618
Paraguay,1989,female,25-34 years,3.0,292941,4599970618
Paraguay,1989,female,5-14 years,1.0,517971,4599970618
Paraguay,1990,male,75+ years,3.0,24057,5695201563
Paraguay,1990,female,15-24 years,24.0,398531,5695201563
Paraguay,1990,male,15-24 years,23.0,409193,5695201563
Paraguay,1990,female,55-74 years,6.0,154872,5695201563
Paraguay,1990,male,25-34 years,1.0,310522,5695201563
Paraguay,1990,female,75+ years,1.0,32425,5695201563
Paraguay,1990,male,55-74 years,4.0,144947,5695201563
Paraguay,1990,female,25-34 years,8.0,301682,5695201563
Paraguay,1990,male,35-54 years,9.0,357722,5695201563
Paraguay,1990,female,35-54 years,7.0,341511,5695201563
Paraguay,1990,female,5-14 years,4.0,534004,5695201563
Paraguay,1991,male,55-74 years,8.0,148800,6984367763
Paraguay,1991,male,75+ years,1.0,25426,6984367763
Paraguay,1991,male,35-54 years,14.0,371882,6984367763
Paraguay,1991,male,15-24 years,15.0,416191,6984367763
Paraguay,1991,female,15-24 years,13.0,405630,6984367763
Paraguay,1991,male,25-34 years,8.0,319155,6984367763
Paraguay,1991,female,25-34 years,4.0,310280,6984367763
Paraguay,1991,female,55-74 years,2.0,158432,6984367763
Paraguay,1991,female,35-54 years,4.0,355055,6984367763
Paraguay,1991,female,5-14 years,4.0,550401,6984367763
Paraguay,1991,male,5-14 years,2.0,567556,6984367763
Paraguay,1994,male,55-74 years,16.0,163247,7870982171
Paraguay,1994,male,75+ years,2.0,29076,7870982171
Paraguay,1994,male,35-54 years,22.0,414561,7870982171
Paraguay,1994,female,75+ years,2.0,38397,7870982171
Paraguay,1994,male,15-24 years,22.0,443189,7870982171
Paraguay,1994,male,25-34 years,15.0,343206,7870982171
Paraguay,1994,female,25-34 years,6.0,334061,7870982171
Paraguay,1994,female,35-54 years,7.0,396264,7870982171
Paraguay,1994,female,55-74 years,3.0,171623,7870982171
Paraguay,1994,female,15-24 years,7.0,431939,7870982171
Paraguay,1994,male,5-14 years,4.0,612776,7870982171
Paraguay,1994,female,5-14 years,2.0,594178,7870982171
Paraguay,1995,male,75+ years,3.0,30153,9062131308
Paraguay,1995,male,35-54 years,27.0,429613,9062131308
Paraguay,1995,male,15-24 years,28.0,455746,9062131308
Paraguay,1995,male,25-34 years,17.0,349465,9062131308
Paraguay,1995,male,55-74 years,7.0,168605,9062131308
Paraguay,1995,female,15-24 years,16.0,443966,9062131308
Paraguay,1995,female,55-74 years,3.0,176454,9062131308
Paraguay,1995,female,35-54 years,6.0,410701,9062131308
Paraguay,1995,female,5-14 years,7.0,606342,9062131308
Paraguay,1995,female,25-34 years,3.0,340494,9062131308
Paraguay,1995,male,5-14 years,1.0,625433,9062131308
Paraguay,1996,male,55-74 years,11.0,173535,9788391733
Paraguay,1996,male,75+ years,2.0,31800,9788391733
Paraguay,1996,male,15-24 years,22.0,469606,9788391733
Paraguay,1996,male,35-54 years,19.0,444785,9788391733
Paraguay,1996,male,25-34 years,15.0,354956,9788391733
Paraguay,1996,female,15-24 years,12.0,457285,9788391733
Paraguay,1996,female,25-34 years,7.0,346518,9788391733
Paraguay,1996,female,35-54 years,6.0,424905,9788391733
Paraguay,1996,female,55-74 years,2.0,180915,9788391733
Paraguay,1996,female,5-14 years,3.0,617889,9788391733
Paraguay,1997,male,15-24 years,29.0,485277,9965225497
Paraguay,1997,male,25-34 years,21.0,359615,9965225497
Paraguay,1997,male,55-74 years,1.0,178700,9965225497
Paraguay,1997,male,35-54 years,2.0,460079,9965225497
Paraguay,1997,female,15-24 years,15.0,472212,9965225497
Paraguay,1997,male,75+ years,1.0,33336,9965225497
Paraguay,1997,female,25-34 years,1.0,351803,9965225497
Paraguay,1997,female,55-74 years,3.0,185568,9965225497
Paraguay,1997,female,35-54 years,7.0,439187,9965225497
Paraguay,1997,female,5-14 years,6.0,627765,9965225497
Paraguay,1997,male,5-14 years,4.0,648002,9965225497
Paraguay,1998,male,75+ years,4.0,34806,9024567484
Paraguay,1998,male,55-74 years,15.0,184198,9024567484
Paraguay,1998,male,35-54 years,28.0,475395,9024567484
Paraguay,1998,male,25-34 years,21.0,363959,9024567484
Paraguay,1998,male,15-24 years,25.0,502306,9024567484
Paraguay,1998,female,15-24 years,22.0,488313,9024567484
Paraguay,1998,female,75+ years,1.0,45155,9024567484
Paraguay,1998,female,35-54 years,8.0,453570,9024567484
Paraguay,1998,female,55-74 years,3.0,190476,9024567484
Paraguay,1998,female,25-34 years,4.0,356782,9024567484
Paraguay,1998,female,5-14 years,7.0,636190,9024567484
Paraguay,1999,male,55-74 years,15.0,190207,8392549702
Paraguay,1999,male,35-54 years,37.0,490653,8392549702
Paraguay,1999,female,15-24 years,31.0,504952,8392549702
Paraguay,1999,male,15-24 years,31.0,519970,8392549702
Paraguay,1999,male,25-34 years,2.0,368766,8392549702
Paraguay,1999,female,35-54 years,16.0,468102,8392549702
Paraguay,1999,male,75+ years,1.0,36271,8392549702
Paraguay,1999,female,55-74 years,5.0,195757,8392549702
Paraguay,1999,female,75+ years,1.0,46953,8392549702
Paraguay,1999,female,5-14 years,2.0,643639,8392549702
Paraguay,1999,male,5-14 years,2.0,664839,8392549702
Paraguay,2000,male,25-34 years,33.0,374656,8195993231
Paraguay,2000,male,55-74 years,16.0,196856,8195993231
Paraguay,2000,male,35-54 years,27.0,505726,8195993231
Paraguay,2000,male,15-24 years,28.0,537673,8195993231
Paraguay,2000,female,15-24 years,23.0,521651,8195993231
Paraguay,2000,female,35-54 years,14.0,482688,8195993231
Paraguay,2000,male,75+ years,1.0,37753,8195993231
Paraguay,2000,female,75+ years,1.0,48858,8195993231
Paraguay,2000,female,55-74 years,4.0,201515,8195993231
Paraguay,2000,female,25-34 years,2.0,368319,8195993231
Paraguay,2000,female,5-14 years,3.0,650449,8195993231
Paraguay,2000,male,5-14 years,2.0,672014,8195993231
Paraguay,2001,male,75+ years,8.0,39855,7662595076
Paraguay,2001,male,55-74 years,18.0,203149,7662595076
Paraguay,2001,male,15-24 years,37.0,553522,7662595076
Paraguay,2001,female,15-24 years,25.0,536659,7662595076
Paraguay,2001,male,25-34 years,16.0,382094,7662595076
Paraguay,2001,male,35-54 years,15.0,520113,7662595076
Paraguay,2001,female,35-54 years,12.0,497708,7662595076
Paraguay,2001,female,75+ years,1.0,51331,7662595076
Paraguay,2001,female,25-34 years,7.0,375000,7662595076
Paraguay,2001,female,55-74 years,3.0,207018,7662595076
Paraguay,2001,female,5-14 years,6.0,656430,7662595076
Paraguay,2001,male,5-14 years,4.0,678435,7662595076
Paraguay,2002,male,15-24 years,42.0,569595,6325151760
Paraguay,2002,male,25-34 years,25.0,390558,6325151760
Paraguay,2002,male,35-54 years,32.0,535007,6325151760
Paraguay,2002,female,15-24 years,32.0,552182,6325151760
Paraguay,2002,male,75+ years,2.0,41992,6325151760
Paraguay,2002,male,55-74 years,9.0,210122,6325151760
Paraguay,2002,female,25-34 years,11.0,382378,6325151760
Paraguay,2002,female,55-74 years,6.0,213126,6325151760
Paraguay,2002,female,35-54 years,1.0,513310,6325151760
Paraguay,2002,female,5-14 years,7.0,662632,6325151760
Paraguay,2002,male,5-14 years,1.0,685092,6325151760
Paraguay,2003,male,75+ years,7.0,44060,6588103836
Paraguay,2003,male,35-54 years,43.0,549755,6588103836
Paraguay,2003,male,55-74 years,16.0,217888,6588103836
Paraguay,2003,male,15-24 years,39.0,585314,6588103836
Paraguay,2003,female,15-24 years,31.0,567525,6588103836
Paraguay,2003,male,25-34 years,16.0,400125,6588103836
Paraguay,2003,male,5-14 years,8.0,691456,6588103836
Paraguay,2003,female,25-34 years,4.0,390609,6588103836
Paraguay,2003,female,35-54 years,5.0,528807,6588103836
Paraguay,2003,female,5-14 years,4.0,668533,6588103836
Paraguay,2003,female,55-74 years,1.0,219923,6588103836
Paraguay,2004,male,75+ years,7.0,45873,8033877360
Paraguay,2004,male,15-24 years,53.0,599849,8033877360
Paraguay,2004,male,55-74 years,2.0,226553,8033877360
Paraguay,2004,male,25-34 years,34.0,410848,8033877360
Paraguay,2004,female,15-24 years,4.0,581699,8033877360
Paraguay,2004,male,35-54 years,35.0,563346,8033877360
Paraguay,2004,female,35-54 years,16.0,543113,8033877360
Paraguay,2004,female,25-34 years,9.0,399856,8033877360
Paraguay,2004,female,55-74 years,5.0,227535,8033877360
Paraguay,2004,female,75+ years,1.0,58790,8033877360
Paraguay,2004,male,5-14 years,8.0,696611,8033877360
Paraguay,2004,female,5-14 years,6.0,673228,8033877360
Paraguay,2005,male,75+ years,7.0,47349,8734653809
Paraguay,2005,male,55-74 years,23.0,236152,8734653809
Paraguay,2005,male,15-24 years,54.0,612683,8734653809
Paraguay,2005,female,15-24 years,44.0,594065,8734653809
Paraguay,2005,male,35-54 years,4.0,575210,8734653809
Paraguay,2005,male,25-34 years,24.0,422818,8734653809
Paraguay,2005,female,25-34 years,13.0,410317,8734653809
Paraguay,2005,female,35-54 years,14.0,555555,8734653809
Paraguay,2005,female,5-14 years,1.0,675887,8734653809
Paraguay,2005,female,55-74 years,3.0,236025,8734653809
Paraguay,2005,male,5-14 years,7.0,699704,8734653809
Paraguay,2006,male,75+ years,8.0,49190,10646157920
Paraguay,2006,male,15-24 years,62.0,624318,10646157920
Paraguay,2006,male,35-54 years,49.0,584438,10646157920
Paraguay,2006,male,25-34 years,36.0,437359,10646157920
Paraguay,2006,male,55-74 years,18.0,246222,10646157920
Paraguay,2006,female,15-24 years,28.0,604935,10646157920
Paraguay,2006,female,55-74 years,8.0,245285,10646157920
Paraguay,2006,female,35-54 years,18.0,565035,10646157920
Paraguay,2006,female,25-34 years,1.0,423389,10646157920
Paraguay,2006,male,5-14 years,9.0,702450,10646157920
Paraguay,2006,female,5-14 years,5.0,678059,10646157920
Paraguay,2007,male,75+ years,9.0,50660,13794910634
Paraguay,2007,male,25-34 years,4.0,452960,13794910634
Paraguay,2007,male,55-74 years,22.0,256849,13794910634
Paraguay,2007,male,15-24 years,44.0,633346,13794910634
Paraguay,2007,male,35-54 years,39.0,591517,13794910634
Paraguay,2007,female,15-24 years,33.0,613122,13794910634
Paraguay,2007,female,25-34 years,14.0,437509,13794910634
Paraguay,2007,female,55-74 years,5.0,255119,13794910634
Paraguay,2007,female,5-14 years,9.0,677311,13794910634
Paraguay,2007,female,35-54 years,7.0,572154,13794910634
Paraguay,2007,male,5-14 years,5.0,702214,13794910634
Paraguay,2008,male,75+ years,7.0,51965,18504130753
Paraguay,2008,male,25-34 years,43.0,469369,18504130753
Paraguay,2008,male,55-74 years,22.0,267868,18504130753
Paraguay,2008,male,15-24 years,5.0,640673,18504130753
Paraguay,2008,male,35-54 years,36.0,597502,18504130753
Paraguay,2008,female,15-24 years,27.0,619561,18504130753
Paraguay,2008,female,55-74 years,7.0,265380,18504130753
Paraguay,2008,female,35-54 years,13.0,577902,18504130753
Paraguay,2008,female,25-34 years,7.0,452518,18504130753
Paraguay,2008,female,75+ years,1.0,65848,18504130753
Paraguay,2008,female,5-14 years,7.0,674138,18504130753
Paraguay,2008,male,5-14 years,2.0,699445,18504130753
Paraguay,2009,male,75+ years,7.0,53377,15929902138
Paraguay,2009,male,55-74 years,32.0,279099,15929902138
Paraguay,2009,male,15-24 years,73.0,647674,15929902138
Paraguay,2009,male,25-34 years,43.0,486170,15929902138
Paraguay,2009,male,35-54 years,53.0,604066,15929902138
Paraguay,2009,female,15-24 years,33.0,625692,15929902138
Paraguay,2009,female,25-34 years,12.0,468073,15929902138
Paraguay,2009,female,35-54 years,14.0,583930,15929902138
Paraguay,2009,female,55-74 years,6.0,275899,15929902138
Paraguay,2009,female,5-14 years,5.0,669630,15929902138
Paraguay,2009,male,5-14 years,5.0,695155,15929902138
Paraguay,2010,male,75+ years,6.0,55046,20030528043
Paraguay,2010,male,15-24 years,54.0,655068,20030528043
